count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,scored_person_romaji,run_person_romaji
0,1.0,1.0,2025/8/15,1940.72082,1365.720827,1755219521,1.0,1.0,池田,Right,TOK,1,batter1,Left,八戸工業大,1,Top,0,0,0,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,124.0,0.97,0.112,,,TOK,#217fc4,東大,八戸工業大,#2f57ff,八工大, オーシャンビュースタジアム_122,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2522620000,空振り,,1938,https://youtu.be/FVxkZtk0SXI&t=1938,635.0,https://youtu.be/mBUTO1SZMpU&t=635,内海,大沼,荒井孝,小田,今泉,藤原,小島,山本,"小島,荒井孝,大沼,矢田貝,山本,小田,藤原,内海,今泉","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","池田,内海,大沼,荒井孝,小田,今泉,藤原,小島,山本","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,R,R,R,R,R,L","R,L,L,R,L,L,R,L,L,R","Ikeda, Koshi","Uchiumi, Noboru","Onuma, Atomu","Kota, Arai","Shu, Oda","Rio, Imaizumi","Kai, Fujiwara","Kojima, Yusei","Akira, Yamamoto",,,,,,,
1,2.0,2.0,2025/8/15,1949.817915,1374.817919,1755219530,1.0,2.0,池田,Right,TOK,1,batter1,Left,八戸工業大,1,Top,0,0,1,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,125.0,0.85,0.176,40.81150528,21.18617644,TOK,#217fc4,東大,八戸工業大,#2f57ff,八工大, オーシャンビュースタジアム_122,B,夏季オープン戦,Normal,,,,,Undefined,,,,"4,3","4,3",2522620001,二ゴ,,1947,https://youtu.be/FVxkZtk0SXI&t=1947,644.0,https://youtu.be/mBUTO1SZMpU&t=644,内海,大沼,荒井孝,小田,今泉,藤原,小島,山本,"小島,荒井孝,大沼,矢田貝,山本,小田,藤原,内海,今泉","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","池田,内海,大沼,荒井孝,小田,今泉,藤原,小島,山本","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,R,R,R,R,R,L","R,L,L,R,L,L,R,L,L,R","Ikeda, Koshi","Uchiumi, Noboru","Onuma, Atomu","Kota, Arai","Shu, Oda","Rio, Imaizumi","Kai, Fujiwara","Kojima, Yusei","Akira, Yamamoto",,,,,,,
2,3.0,3.0,2025/8/15,1974.862392,1399.862395,1755219555,2.0,1.0,池田,Right,TOK,2,batter2,Left,八戸工業大,1,Top,1,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,108.0,0.898,0.447,,,TOK,#217fc4,東大,八戸工業大,#2f57ff,八工大, オーシャンビュースタジアム_122,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2522620002,ボール,,1972,https://youtu.be/FVxkZtk0SXI&t=1972,656.0,https://youtu.be/mBUTO1SZMpU&t=656,内海,大沼,荒井孝,小田,今泉,藤原,小島,山本,"小島,荒井孝,大沼,矢田貝,山本,小田,藤原,内海,今泉","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","池田,内海,大沼,荒井孝,小田,今泉,藤原,小島,山本","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,R,R,R,R,R,L","R,L,L,R,L,L,R,L,L,R","Ikeda, Koshi","Uchiumi, Noboru","Onuma, Atomu","Kota, Arai","Shu, Oda","Rio, Imaizumi","Kai, Fujiwara","Kojima, Yusei","Akira, Yamamoto",,,,,,,
3,4.0,4.0,2025/8/15,1984.131668,1409.131671,1755219564,2.0,2.0,池田,Right,TOK,2,batter2,Left,八戸工業大,1,Top,1,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,125.0,0.257,-0.38,,,TOK,#217fc4,東大,八戸工業大,#2f57ff,八工大, オーシャンビュースタジアム_122,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2522620003,ボール,,1982,https://youtu.be/FVxkZtk0SXI&t=1982,665.0,https://youtu.be/mBUTO1SZMpU&t=665,内海,大沼,荒井孝,小田,今泉,藤原,小島,山本,"小島,荒井孝,大沼,矢田貝,山本,小田,藤原,内海,今泉","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","池田,内海,大沼,荒井孝,小田,今泉,藤原,小島,山本","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,R,R,R,R,R,L","R,L,L,R,L,L,R,L,L,R","Ikeda, Koshi","Uchiumi, Noboru","Onuma, Atomu","Kota, Arai","Shu, Oda","Rio, Imaizumi","Kai, Fujiwara","Kojima, Yusei","Akira, Yamamoto",,,,,,,
4,5.0,5.0,2025/8/15,1995.562175,1420.562178,1755219576,2.0,3.0,池田,Right,TOK,2,batter2,Left,八戸工業大,1,Top,1,2,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,125.0,1.257,0.184,,,TOK,#217fc4,東大,八戸工業大,#2f57ff,八工大, オーシャンビュースタジアム_122,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2522620004,ボール,,1993,https://youtu.be/FVxkZtk0SXI&t=1993,676.0,https://youtu.be/mBUTO1SZMpU&t=676,内海,大沼,荒井孝,小田,今泉,藤原,小島,山本,"小島,荒井孝,大沼,矢田貝,山本,小田,藤原,内海,今泉","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","池田,内海,大沼,荒井孝,小田,今泉,藤原,小島,山本","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,R,R,R,R,R,L","R,L,L,R,L,L,R,L,L,R","Ikeda, Koshi","Uchiumi, Noboru","Onuma, Atomu","Kota, Arai","Shu, Oda","Rio, Imaizumi","Kai, Fujiwara","Kojima, Yusei","Akira, Yamamoto",,,,,,,
5,6.0,6.0,2025/8/15,2007.926142,1432.926145,1755219588,2.0,4.0,池田,Right,TOK,2,batter2,Left,八戸工業大,1,Top,1,3,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,127.0,0.53,-0.208,,,TOK,#217fc4,東大,八戸工業大,#2f57ff,八工大, オーシャンビュースタジアム_122,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2522620005,見逃し,,2005,https://youtu.be/FVxkZtk0SXI&t=2005,689.0,https://youtu.be/mBUTO1SZMpU&t=689,内海,大沼,荒井孝,小田,今泉,藤原,小島,山本,"小島,荒井孝,大沼,矢田貝,山本,小田,藤原,内海,今泉","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","池田,内海,大沼,荒井孝,小田,今泉,藤原,小島,山本","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,R,R,R,R,R,L","R,L,L,R,L,L,R,L,L,R","Ikeda, Koshi","Uchiumi, Noboru","Onuma, Atomu","Kota, Arai","Shu, Oda","Rio, Imaizumi","Kai, Fujiwara","Kojima, Yusei","Akira, Yamamoto",,,,,,,
6,7.0,7.0,2025/8/15,2017.401547,1442.40155,1755219598,2.0,5.0,池田,Right,TOK,2,batter2,Left,八戸工業大,1,Top,1,3,1,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,,127.0,0.49,-0.487,,,TOK,#217fc4,東大,八戸工業大,#2f57ff,八工大, オーシャンビュースタジアム_122,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2522620006,四球,,2015,https://youtu.be/FVxkZtk0SXI&t=2015,698.0,https://youtu.be/mBUTO1SZMpU&t=698,内海,大沼,荒井孝,小田,今泉,藤原,小島,山本,"小島,荒井孝,大沼,矢田貝,山本,小田,藤原,内海,今泉","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","池田,内海,大沼,荒井孝,小田,今泉,藤原,小島,山本","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,R,R,R,R,R,L","R,L,L,R,L,L,R,L,L,R","Ikeda, Koshi","Uchiumi, Noboru","Onuma, Atomu","Kota, Arai","Shu, Oda","Rio, Imaizumi","Kai, Fujiwara","Kojima, Yusei","Akira, Yamamoto",,,,,,,
7,8.0,8.0,2025/8/15,2048.619941,1473.619944,1755219629,3.0,1.0,池田,Right,TOK,3,batter3,Right,八戸工業大,1,Top,1,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,107.0,0.546,-0.16,,,TOK,#217fc4,東大,八戸工業大,#2f57ff,八工大, オーシャンビュースタジアム_122,B,夏季オープン戦,Normal,1,batter2,,,StolenBase,batter2,,,,,2522620007,見逃し[盗塁],,2046,https://youtu.be/FVxkZtk0SXI&t=2046,707.0,https://youtu.be/mBUTO1SZMpU&t=707,内海,大沼,荒井孝,小田,今泉,藤原,小島,山本,"小島,荒井孝,大沼,矢田貝,山本,小田,藤原,内海,今泉","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","池田,内海,大沼,荒井孝,小田,今泉,藤原,小島,山本","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,R,R,R,R,R,L","R,L,L,R,L,L,R,L,L,R","Ikeda, Koshi","Uchiumi, Noboru","Onuma, Atomu","Kota, Arai","Shu, Oda","Rio, Imaizumi","Kai, Fujiwara","Kojima, Yusei","Akira, Yamamoto",,,,,,,
8,9.0,9.0,2025/8/15,2089.467237,1514.46724,1755219670,3.0,2.0,池田,Right,TOK,3,batter3,Right,八戸工業大,1,Top,1,0,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,107.0,1.203,0.48,,,TOK,#217fc4,東大,八戸工業大,#2f57ff,八工大, オーシャンビュースタジアム_122,B,夏季オープン戦,Normal,2,,batter2,,Nothing,,,,,,2522620008,ボール,,2087,https://youtu.be/FVxkZtk0SXI&t=2087,747.0,https://youtu.be/mBUTO1SZMpU&t=747,内海,大沼,荒井孝,小田,今泉,藤原,小島,山本,"小島,荒井孝,大沼,矢田貝,山本,小田,藤原,内海,今泉","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","池田,内海,大沼,荒井孝,小田,今泉,藤原,小島,山本","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,R,R,R,R,R,L","R,L,L,R,L,L,R,L,L,R","Ikeda, Koshi","Uchiumi, Noboru","Onuma, Atomu","Kota, Arai","Shu, Oda","Rio, Imaizumi","Kai, Fujiwara","Kojima, Yusei","Akira, Yamamoto",,,,,,,
9,10.0,10.0,2025/8/15,2108.69687,1533.696873,1755219689,3.0,3.0,池田,Right,TOK,3,batter3,Right,八戸工業大,1,Top,1,1,1,Slider,InPlay,Undefined,FlyBall,Out,1,0,,108.0,,,92.508364,-5.581215791,TOK,#217fc4,東大,八戸工業大,#2f57ff,八工大, オーシャンビュースタジアム_122,B,夏季オープン戦,Normal,2,,batter2,,Undefined,,,,8,8,2522620009,中飛,,2106,https://youtu.be/FVxkZtk0SXI&t=2106,767.0,https://youtu.be/mBUTO1SZMpU&t=767,内海,大沼,荒井孝,小田,今泉,藤原,小島,山本,"小島,荒井孝,大沼,矢田貝,山本,小田,藤原,内海,今泉","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","池田,内海,大沼,荒井孝,小田,今泉,藤原,小島,山本","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,R,R,R,R,R,L","R,L,L,R,L,L,R,L,L,R","Ikeda, Koshi","Uchiumi, Noboru","Onuma, Atomu","Kota, Arai","Shu, Oda","Rio, Imaizumi","Kai, Fujiwara","Kojima, Yusei","Akira, Yamamoto",,,,,,,
10,11.0,11.0,2025/8/15,2145.769076,1570.769079,1755219726,4.0,1.0,池田,Right,TOK,4,batter4,Left,八戸工業大,1,Top,2,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,110.0,0.638,-0.208,,,TOK,#217fc4,東大,八戸工業大,#2f57ff,八工大, オーシャンビュースタジアム_122,B,夏季オープン戦,Normal,2,,batter2,,Nothing,,,,,,2522620010,見逃し,,2143,https://youtu.be/FVxkZtk0SXI&t=2143,783.0,https://youtu.be/mBUTO1SZMpU&t=783,内海,大沼,荒井孝,小田,今泉,藤原,小島,山本,"小島,荒井孝,大沼,矢田貝,山本,小田,藤原,内海,今泉","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","池田,内海,大沼,荒井孝,小田,今泉,藤原,小島,山本","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,R,R,R,R,R,R,L","R,L,L,R,L,L,R,L,L,R","Ikeda, Koshi","Uchiumi, Noboru","Onuma, Atomu","Kota, Arai","Shu, Oda","Rio, Imaizumi","Kai, Fujiwara","Kojima, Yusei","Akira, Yamamoto",,,,,,,
