count,PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PlayID,LocalDateTime,UTCDateTime,DetectedShift,1B_PositionAtReleaseX,1B_PositionAtReleaseZ,2B_PositionAtReleaseX,2B_PositionAtReleaseZ,3B_PositionAtReleaseX,3B_PositionAtReleaseZ,SS_PositionAtReleaseX,SS_PositionAtReleaseZ,LF_PositionAtReleaseX,LF_PositionAtReleaseZ,CF_PositionAtReleaseX,CF_PositionAtReleaseZ,RF_PositionAtReleaseX,RF_PositionAtReleaseZ,unixtime,umpire,pitchcount,PitchNo.1,Date(opensen),time1,time2,time3,PAofInning(opensen),PitchofPA(opensen),Pitcher(opensen),PitcherThrows(opensen),PitcherTeam(opensen),dajun,Batter(opensen),BatterSide(opensen),BatterTeam(opensen),Inning(opensen),Top/Bottom(opensen),Outs(opensen),Balls(opensen),Strikes(opensen),TaggedPitchType(opensen),PitchCall(opensen),KorBB(opensen),TaggedHitType(opensen),PlayResult(opensen),OutsOnPlay(opensen),RunsScored(opensen),memo,RelSpeed(opensen),PlateLocHeight(opensen),PlateLocSide(opensen),caught_distance,caught_direction,HomeTeam(opensen),hometeam_color,hometeam_abb,AwayTeam(opensen),awayteam_color,awayteam_abb,Stadium(opensen),Level(opensen),League(opensen),fielding_alignment,Notes(opensen),on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa
0,1.0,2025/4/15,0:05:53,2025/4/15,0:05:53,1.0,1.0,"Hayato, Takenaka",1000126686.0,Right,RIK,"Keisuke, Imazu",1000242231.0,Left,KEI_KEI,Undefined,1.0,Top,0.0,0.0,0.0,Undefined,,StrikeCalled,Undefined,Undefined,,Undefined,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIK,KEI_KEI,JinguStadium,A,春季リーグ戦,20250415-JinguStadium-1,,,,,,,"Tomoya, Ochiai",1000242829.0,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1744689633.0,浅田 祐太朗,1.0,1.0,2025/4/15,353.9315991,353.9316022,1744689633,1.0,1.0,竹中,Right,RIK,1,今津,Left,KEI_KEI,1,Top,0,0,0,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,,,,RIK,#101f56,立教,KEI_KEI,#112163,慶應,JinguStadium,A,春季リーグ戦,Normal,,,,,Nothing,,,,,,2510412000,見逃し,,998.0,https://youtu.be/F1MeHWhCzNI&t=998,976.0,https://youtu.be/tskHT9Wzakg&t=976,落合,西川,村本,丸山,小林隼,山形,桑垣,鈴木唯,"山形,桑垣,鈴木唯,西川,村本,小林隼,丸山,落合,竹中","今津,小原,常松,中塚,今泉,渡辺憩,上田,林純,外丸","竹中,落合,西川,村本,丸山,小林隼,山形,桑垣,鈴木唯","外丸,渡辺憩,中塚,林純,今泉,上田,小原,常松,今津","R,L,L,L,R,L,R,L,R,R","R,L,L,R,L,R,R,R,R,R"
1,2.0,2025/4/15,0:06:05,2025/4/15,0:06:05,1.0,2.0,"Hayato, Takenaka",1000126686.0,Right,RIK,"Keisuke, Imazu",1000242231.0,Left,KEI_KEI,Undefined,1.0,Top,0.0,0.0,1.0,Undefined,,BallCalled,Undefined,Undefined,,Undefined,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIK,KEI_KEI,JinguStadium,A,春季リーグ戦,20250415-JinguStadium-1,,,,,,,"Tomoya, Ochiai",1000242829.0,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1744689644.0,浅田 祐太朗,2.0,2.0,2025/4/15,365.1183002,365.1183012,1744689644,1.0,2.0,竹中,Right,RIK,1,今津,Left,KEI_KEI,1,Top,0,0,1,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,,RIK,#101f56,立教,KEI_KEI,#112163,慶應,JinguStadium,A,春季リーグ戦,Normal,,,,,Nothing,,,,,,2510412001,ボール,,1009.0,https://youtu.be/F1MeHWhCzNI&t=1009,987.0,https://youtu.be/tskHT9Wzakg&t=987,落合,西川,村本,丸山,小林隼,山形,桑垣,鈴木唯,"山形,桑垣,鈴木唯,西川,村本,小林隼,丸山,落合,竹中","今津,小原,常松,中塚,今泉,渡辺憩,上田,林純,外丸","竹中,落合,西川,村本,丸山,小林隼,山形,桑垣,鈴木唯","外丸,渡辺憩,中塚,林純,今泉,上田,小原,常松,今津","R,L,L,L,R,L,R,L,R,R","R,L,L,R,L,R,R,R,R,R"
2,3.0,2025/4/15,0:06:16,2025/4/15,0:06:16,1.0,3.0,"Hayato, Takenaka",1000126686.0,Right,RIK,"Keisuke, Imazu",1000242231.0,Left,KEI_KEI,Undefined,1.0,Top,0.0,1.0,1.0,Undefined,,BallCalled,Undefined,Undefined,,Undefined,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIK,KEI_KEI,JinguStadium,A,春季リーグ戦,20250415-JinguStadium-1,,,,,,,"Tomoya, Ochiai",1000242829.0,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1744689655.0,浅田 祐太朗,3.0,3.0,2025/4/15,376.2332611,376.2332621,1744689655,1.0,3.0,竹中,Right,RIK,1,今津,Left,KEI_KEI,1,Top,0,1,1,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,A2B,,,,,,RIK,#101f56,立教,KEI_KEI,#112163,慶應,JinguStadium,A,春季リーグ戦,Normal,,,,,Nothing,,,,,,2510412002,ボール,,1020.0,https://youtu.be/F1MeHWhCzNI&t=1020,998.0,https://youtu.be/tskHT9Wzakg&t=998,落合,西川,村本,丸山,小林隼,山形,桑垣,鈴木唯,"山形,桑垣,鈴木唯,西川,村本,小林隼,丸山,落合,竹中","今津,小原,常松,中塚,今泉,渡辺憩,上田,林純,外丸","竹中,落合,西川,村本,丸山,小林隼,山形,桑垣,鈴木唯","外丸,渡辺憩,中塚,林純,今泉,上田,小原,常松,今津","R,L,L,L,R,L,R,L,R,R","R,L,L,R,L,R,R,R,R,R"
3,4.0,2025/4/15,0:06:30,2025/4/15,0:06:30,1.0,4.0,"Hayato, Takenaka",1000126686.0,Right,RIK,"Keisuke, Imazu",1000242231.0,Left,KEI_KEI,Undefined,1.0,Top,0.0,2.0,1.0,Undefined,,BallCalled,Undefined,Undefined,,Undefined,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIK,KEI_KEI,JinguStadium,A,春季リーグ戦,20250415-JinguStadium-1,,,,,,,"Tomoya, Ochiai",1000242829.0,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1744689670.0,浅田 祐太朗,4.0,4.0,2025/4/15,390.311888,390.3118901,1744689670,1.0,4.0,竹中,Right,RIK,1,今津,Left,KEI_KEI,1,Top,0,2,1,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,,RIK,#101f56,立教,KEI_KEI,#112163,慶應,JinguStadium,A,春季リーグ戦,Normal,,,,,Nothing,,,,,,2510412003,ボール,,1035.0,https://youtu.be/F1MeHWhCzNI&t=1035,1012.0,https://youtu.be/tskHT9Wzakg&t=1012,落合,西川,村本,丸山,小林隼,山形,桑垣,鈴木唯,"山形,桑垣,鈴木唯,西川,村本,小林隼,丸山,落合,竹中","今津,小原,常松,中塚,今泉,渡辺憩,上田,林純,外丸","竹中,落合,西川,村本,丸山,小林隼,山形,桑垣,鈴木唯","外丸,渡辺憩,中塚,林純,今泉,上田,小原,常松,今津","R,L,L,L,R,L,R,L,R,R","R,L,L,R,L,R,R,R,R,R"
4,5.0,2025/4/15,0:06:42,2025/4/15,0:06:42,1.0,5.0,"Hayato, Takenaka",1000126686.0,Right,RIK,"Keisuke, Imazu",1000242231.0,Left,KEI_KEI,Undefined,1.0,Top,0.0,3.0,1.0,Undefined,,BallCalled,Walk,Undefined,,Undefined,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIK,KEI_KEI,JinguStadium,A,春季リーグ戦,20250415-JinguStadium-1,,,,,,,"Tomoya, Ochiai",1000242829.0,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1744689681.0,浅田 祐太朗,5.0,5.0,2025/4/15,402.1259561,402.1259582,1744689681,1.0,5.0,竹中,Right,RIK,1,今津,Left,KEI_KEI,1,Top,0,3,1,Undefined,BallCalled,Walk,Undefined,Undefined,0,0,,,,,,,RIK,#101f56,立教,KEI_KEI,#112163,慶應,JinguStadium,A,春季リーグ戦,Normal,,,,,Nothing,,,,,,2510412004,四球,,1046.0,https://youtu.be/F1MeHWhCzNI&t=1046,1024.0,https://youtu.be/tskHT9Wzakg&t=1024,落合,西川,村本,丸山,小林隼,山形,桑垣,鈴木唯,"山形,桑垣,鈴木唯,西川,村本,小林隼,丸山,落合,竹中","今津,小原,常松,中塚,今泉,渡辺憩,上田,林純,外丸","竹中,落合,西川,村本,丸山,小林隼,山形,桑垣,鈴木唯","外丸,渡辺憩,中塚,林純,今泉,上田,小原,常松,今津","R,L,L,L,R,L,R,L,R,R","R,L,L,R,L,R,R,R,R,R"
5,,2025/4/15,0:07:13,2025/4/15,0:07:13,,,"Hayato, Takenaka",1000126686.0,Right,RIK,"Yamato, Obara",1000242233.0,Left,KEI_KEI,,1.0,Top,0.0,,,,,,,,,,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIK,KEI_KEI,JinguStadium,A,春季リーグ戦,20250415-JinguStadium-1,,,,,,,"Tomoya, Ochiai",1000242829.0,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1744689713.0,浅田 祐太朗,,,2025/4/15,433.695786,433.6957879,1744689713,,,竹中,Right,RIK,2,小原,Left,KEI_KEI,1,Top,0,0,0,,,,,,0,0,,,,,,,RIK,#101f56,立教,KEI_KEI,#112163,慶應,JinguStadium,A,春季リーグ戦,Normal,1,今津,,,PickOff,,,,"1,3","1,3",2510412005,牽制,,1078.0,https://youtu.be/F1MeHWhCzNI&t=1078,1043.0,https://youtu.be/tskHT9Wzakg&t=1043,落合,西川,村本,丸山,小林隼,山形,桑垣,鈴木唯,"山形,桑垣,鈴木唯,西川,村本,小林隼,丸山,落合,竹中","今津,小原,常松,中塚,今泉,渡辺憩,上田,林純,外丸","竹中,落合,西川,村本,丸山,小林隼,山形,桑垣,鈴木唯","外丸,渡辺憩,中塚,林純,今泉,上田,小原,常松,今津","R,L,L,L,R,L,R,L,R,R","R,L,L,R,L,R,R,R,R,R"
6,6.0,2025/4/15,0:07:24,2025/4/15,0:07:24,2.0,1.0,"Hayato, Takenaka",1000126686.0,Right,RIK,"Yamato, Obara",1000242233.0,Left,KEI_KEI,Undefined,1.0,Top,0.0,0.0,0.0,Undefined,,FoulBall,Undefined,FlyBall,,Undefined,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIK,KEI_KEI,JinguStadium,A,春季リーグ戦,20250415-JinguStadium-1,,,,,,,"Tomoya, Ochiai",1000242829.0,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1744689724.0,浅田 祐太朗,6.0,6.0,2025/4/15,444.4264071,444.4264081,1744689724,2.0,1.0,竹中,Right,RIK,2,小原,Left,KEI_KEI,1,Top,0,0,0,Undefined,FoulBall,Undefined,FlyBall,Undefined,0,0,,,,,,,RIK,#101f56,立教,KEI_KEI,#112163,慶應,JinguStadium,A,春季リーグ戦,Normal,1,今津,,,Undefined,,,,,,2510412006,ファール,,1089.0,https://youtu.be/F1MeHWhCzNI&t=1089,1054.0,https://youtu.be/tskHT9Wzakg&t=1054,落合,西川,村本,丸山,小林隼,山形,桑垣,鈴木唯,"山形,桑垣,鈴木唯,西川,村本,小林隼,丸山,落合,竹中","今津,小原,常松,中塚,今泉,渡辺憩,上田,林純,外丸","竹中,落合,西川,村本,丸山,小林隼,山形,桑垣,鈴木唯","外丸,渡辺憩,中塚,林純,今泉,上田,小原,常松,今津","R,L,L,L,R,L,R,L,R,R","R,L,L,R,L,R,R,R,R,R"
7,,2025/4/15,0:07:48,2025/4/15,0:07:48,,,"Hayato, Takenaka",1000126686.0,Right,RIK,"Yamato, Obara",1000242233.0,Left,KEI_KEI,,1.0,Top,0.0,,,,,,,,,,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIK,KEI_KEI,JinguStadium,A,春季リーグ戦,20250415-JinguStadium-1,,,,,,,"Tomoya, Ochiai",1000242829.0,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1744689748.0,浅田 祐太朗,,,2025/4/15,468.761718,468.7617199,1744689748,,,竹中,Right,RIK,2,小原,Left,KEI_KEI,1,Top,0,0,1,,,,,,0,0,,,,,,,RIK,#101f56,立教,KEI_KEI,#112163,慶應,JinguStadium,A,春季リーグ戦,Normal,1,今津,,,PickOff,,,,"1,3","1,3",2510412007,牽制,,1113.0,https://youtu.be/F1MeHWhCzNI&t=1113,1078.0,https://youtu.be/tskHT9Wzakg&t=1078,落合,西川,村本,丸山,小林隼,山形,桑垣,鈴木唯,"山形,桑垣,鈴木唯,西川,村本,小林隼,丸山,落合,竹中","今津,小原,常松,中塚,今泉,渡辺憩,上田,林純,外丸","竹中,落合,西川,村本,丸山,小林隼,山形,桑垣,鈴木唯","外丸,渡辺憩,中塚,林純,今泉,上田,小原,常松,今津","R,L,L,L,R,L,R,L,R,R","R,L,L,R,L,R,R,R,R,R"
8,7.0,2025/4/15,0:08:01,2025/4/15,0:08:01,2.0,2.0,"Hayato, Takenaka",1000126686.0,Right,RIK,"Yamato, Obara",1000242233.0,Left,KEI_KEI,Undefined,1.0,Top,0.0,0.0,1.0,Undefined,,FoulBall,Undefined,FlyBall,,Undefined,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIK,KEI_KEI,JinguStadium,A,春季リーグ戦,20250415-JinguStadium-1,,,,,,,"Tomoya, Ochiai",1000242829.0,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1744689760.0,浅田 祐太朗,7.0,7.0,2025/4/15,481.098021,481.0980232,1744689760,2.0,2.0,竹中,Right,RIK,2,小原,Left,KEI_KEI,1,Top,0,0,1,Undefined,FoulBall,Undefined,FlyBall,Undefined,0,0,,,,,,,RIK,#101f56,立教,KEI_KEI,#112163,慶應,JinguStadium,A,春季リーグ戦,Normal,1,今津,,,Undefined,,,,,,2510412008,ファール,,1125.0,https://youtu.be/F1MeHWhCzNI&t=1125,1090.0,https://youtu.be/tskHT9Wzakg&t=1090,落合,西川,村本,丸山,小林隼,山形,桑垣,鈴木唯,"山形,桑垣,鈴木唯,西川,村本,小林隼,丸山,落合,竹中","今津,小原,常松,中塚,今泉,渡辺憩,上田,林純,外丸","竹中,落合,西川,村本,丸山,小林隼,山形,桑垣,鈴木唯","外丸,渡辺憩,中塚,林純,今泉,上田,小原,常松,今津","R,L,L,L,R,L,R,L,R,R","R,L,L,R,L,R,R,R,R,R"
9,8.0,2025/4/15,0:08:23,2025/4/15,0:08:23,2.0,3.0,"Hayato, Takenaka",1000126686.0,Right,RIK,"Yamato, Obara",1000242233.0,Left,KEI_KEI,Undefined,1.0,Top,0.0,0.0,2.0,Undefined,,FoulBall,Undefined,GroundBall,,Undefined,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIK,KEI_KEI,JinguStadium,A,春季リーグ戦,20250415-JinguStadium-1,,,,,,,"Tomoya, Ochiai",1000242829.0,Right,RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1744689783.0,浅田 祐太朗,8.0,8.0,2025/4/15,503.927264,503.9272649,1744689783,2.0,3.0,竹中,Right,RIK,2,小原,Left,KEI_KEI,1,Top,0,0,2,Undefined,FoulBall,Undefined,GroundBall,Undefined,0,0,,,,,,,RIK,#101f56,立教,KEI_KEI,#112163,慶應,JinguStadium,A,春季リーグ戦,Normal,1,今津,,,Undefined,,,,,,2510412009,ファール,,1148.0,https://youtu.be/F1MeHWhCzNI&t=1148,1113.0,https://youtu.be/tskHT9Wzakg&t=1113,落合,西川,村本,丸山,小林隼,山形,桑垣,鈴木唯,"山形,桑垣,鈴木唯,西川,村本,小林隼,丸山,落合,竹中","今津,小原,常松,中塚,今泉,渡辺憩,上田,林純,外丸","竹中,落合,西川,村本,丸山,小林隼,山形,桑垣,鈴木唯","外丸,渡辺憩,中塚,林純,今泉,上田,小原,常松,今津","R,L,L,L,R,L,R,L,R,R","R,L,L,R,L,R,R,R,R,R"
